OwnerUserId,AvgNormalizedScore,TotalNormalizedScore,AvgRawScore,TotalRawScore,TotalAnswers,badges,DisplayName,Reputation,CreationDate,LastAccessDate,Views,UpVotes,DownVotes
3740.0,0.0455,0.0455,1.0,1,1,['Teacher'],Phideaux,11,2020-04-12 17:26:24.813,2020-04-15 15:53:14.977,0,0,0
3743.0,0.6818,2.0455,2.3333,7,3,"['Teacher', 'Student', 'Supporter', 'Revival', 'Revival']",Mo_delfren,176,2020-04-13 13:05:14.570,2020-05-19 03:27:41.477,0,9,0
3759.0,0.7179,5.025,3.2857,23,7,"['Teacher', 'Supporter', 'Critic', 'Autobiographer', 'Yearling', 'Necromancer', 'Revival', 'Revival', 'Revival', 'Caucus', 'Constituent', 'Informed']",ronak,345,2020-04-22 20:14:34.857,2022-02-23 19:16:25.110,3,2,2
3764.0,0.1,0.2,0.5,1,2,"['Teacher', 'Autobiographer']",DharmaTurtle,111,2020-04-25 20:51:21.883,2020-04-26 01:08:16.740,0,0,0
3787.0,0.0,0.0,0.0,0,1,,arushipal38,1,2020-05-11 13:10:22.997,2020-06-03 11:27:06.780,0,0,0
3794.0,0.1333,0.5333,0.75,3,4,"['Teacher', 'Supporter', 'Autobiographer']",Neil Meyer,131,2020-05-18 06:42:23.023,2022-01-02 18:25:24.307,0,2,0
3805.0,0.3333,0.3333,1.0,1,1,['Teacher'],Akshay Saxena,11,2020-05-22 22:33:43.213,2020-05-22 22:33:43.213,0,0,0
3825.0,1.0,1.0,1.0,1,1,"['Teacher', 'Supporter', 'Informed']",Aci,119,2020-06-04 13:25:22.017,2020-06-06 22:30:47.900,2,1,0
3845.0,0.9333,2.8,4.6667,14,3,"['Teacher', 'Supporter', 'Critic', 'Autobiographer', 'Yearling', 'Revival', 'Informed']",Eleanor Sims,271,2020-06-15 14:35:29.617,2020-06-19 10:51:28.130,5,4,1
3851.0,0.0,0.0,0.0,0,1,"['Supporter', 'Autobiographer']",Vinko Vrsalovic,101,2020-06-17 16:00:46.897,2020-09-25 15:42:53.230,0,3,0
3861.0,1.0,2.0,3.5,7,2,"['Teacher', 'Supporter', 'Revival']",J007B,186,2020-06-24 12:14:21.780,2024-01-16 20:16:42.310,0,1,0
3864.0,0.5238,0.5238,11.0,11,1,"['Teacher', 'Student', 'Supporter', 'Citizen Patrol', 'Yearling', 'Self-Learner', 'Nice Answer', 'Popular Question', 'Notable Question', 'Informed']",Bonnibel,291,2020-06-26 08:59:23.550,2020-11-26 12:14:49.523,3,4,0
3874.0,0.75,1.5,3.5,7,2,"['Teacher', 'Student', 'Editor', 'Supporter', 'Critic', 'Citizen Patrol', 'Scholar', 'Yearling', 'Disciplined', 'Promoter', 'Benefactor', 'Enthusiast', 'Fanatic', 'Suffrage', 'Revival', 'Vox Populi', 'Caucus', 'Caucus', 'Constituent', 'Constituent', 'Informed']",Severus Snape,300,2020-07-03 14:25:21.320,2023-04-18 09:30:08.877,2,58,1
3893.0,0.0,0.0,0.0,0,1,,Tainara4002,9,2020-07-14 16:17:49.480,2020-07-14 16:17:49.480,1,0,0
3897.0,0.0,0.0,0.0,0,1,,Ben,1,2020-07-19 23:11:41.220,2020-07-19 23:11:41.220,0,0,0
3908.0,0.0,0.0,0.0,0,1,"['Editor', 'Supporter']",anandogc,101,2020-07-24 11:04:54.913,2022-05-14 11:20:07.790,0,1,0
3919.0,0.5,0.5,3.0,3,1,"['Teacher', 'Student', 'Editor', 'Supporter', 'Critic', 'Autobiographer', 'Yearling', 'Revival', 'Custodian']",Diane M,191,2020-08-06 14:07:20.410,2021-10-03 17:08:32.670,0,4,0
3934.0,0.2857,0.2857,2.0,2,1,['Teacher'],blacksmith37,121,2020-08-11 00:00:31.680,2022-04-27 14:56:57.367,0,0,0
3955.0,0.1667,0.1667,1.0,1,1,"['Teacher', 'Informed']",Mobasir hassan,11,2020-08-25 19:39:05.240,2020-10-10 21:19:53.980,0,0,0
3970.0,0.2143,0.2143,3.0,3,1,['Teacher'],Archie,31,2020-09-06 06:51:33.747,2020-09-06 06:51:33.747,0,0,0
3993.0,0.0,0.0,0.0,0,1,['Editor'],BruceMar32,1,2020-09-24 10:23:58.237,2020-09-25 03:56:25.617,0,0,0
4019.0,0.7727,3.0909,2.25,9,4,"['Teacher', 'Student', 'Supporter', 'Autobiographer', 'Revival', 'Revival']",Monkey,161,2020-10-13 09:31:51.600,2021-02-15 19:07:27.363,2,4,0
4031.0,0.3896,11.687,2.3333,70,30,"['Teacher', 'Student', 'Editor', 'Organizer', 'Supporter', 'Critic', 'Citizen Patrol', 'Autobiographer', 'Scholar', 'Yearling', 'Yearling', 'Yearling', 'Self-Learner', 'Necromancer', 'Commentator', 'Civic Duty', 'Investor', 'Promoter', 'Benefactor', 'Altruist', 'Tag Editor', 'Suffrage', 'Excavator', 'Caucus', 'Caucus', 'Custodian', 'Custodian', 'Informed', 'Curious']",Michael Altfield,974,2020-10-23 22:45:08.987,2024-03-26 03:31:27.573,14,286,14
4044.0,0.0357,0.0357,1.0,1,1,['Teacher'],Divizna,11,2020-10-30 22:53:08.397,2020-10-31 02:09:38.020,0,0,0
4055.0,0.2143,0.2143,3.0,3,1,['Teacher'],Jack Young,31,2020-11-08 03:24:33.313,2020-11-08 03:24:33.313,0,0,0
4075.0,0.2857,0.2857,6.0,6,1,"['Teacher', 'Necromancer']",Becky,61,2020-11-19 22:27:16.033,2020-11-19 22:27:16.033,0,0,0
4096.0,1.0,1.0,1.0,1,1,['Teacher'],Speedjunkie,11,2020-11-29 06:44:31.337,2021-04-10 21:08:33.100,1,0,0
4121.0,0.8333,1.6667,3.0,6,2,"['Teacher', 'Supporter', 'Revival']",user14795459,161,2020-12-10 13:36:52.123,2024-01-27 00:31:57.327,2,11,0
4131.0,0.1818,0.1818,4.0,4,1,['Teacher'],Rowan Blackwell-Cronie,41,2020-12-15 17:28:41.623,2020-12-28 12:48:11.797,1,0,0
4165.0,0.5,0.5,2.0,2,1,"['Teacher', 'Citizen Patrol']",Galactic,121,2020-12-28 09:30:36.190,2021-07-05 21:04:52.213,0,0,0
4313.0,0.25,0.25,2.0,2,1,"['Teacher', 'Revival', 'Informed']",Vegan traveler,21,2021-02-14 17:05:57.997,2021-02-14 17:05:57.997,0,0,0
4323.0,1.0,1.0,3.0,3,1,"['Teacher', 'Revival']",Casey Jayne,31,2021-02-19 03:41:09.127,2021-02-19 03:41:09.127,0,0,0
4431.0,0.4786,1.9143,3.25,13,4,"['Teacher', 'Editor', 'Supporter', 'Critic', 'Citizen Patrol', 'Yearling', 'Commentator', 'Investor', 'Altruist', 'Enthusiast', 'Revival', 'Informed']",A. B.,216,2021-03-16 02:30:02.037,2023-02-16 08:20:29.187,2,90,3
4507.0,0.1429,0.1429,1.0,1,1,['Teacher'],Nathan Sholes Gates,11,2021-04-03 02:46:35.033,2021-04-03 02:46:35.033,0,0,0
4533.0,0.25,0.25,2.0,2,1,"['Teacher', 'Editor']",stanri,121,2021-04-08 10:05:08.157,2024-03-12 08:57:07.503,0,0,0
4583.0,0.125,0.125,2.0,2,1,"['Teacher', 'Editor', 'Autobiographer']",user2120,21,2021-04-22 13:04:52.900,2023-02-01 14:56:57.317,0,0,0
4665.0,0.037,0.037,2.0,2,1,['Teacher'],Amrita Gupta,21,2021-05-17 15:07:12.107,2021-05-17 15:07:12.107,0,0,0
4669.0,0.578,2.8899,5.4,27,5,"['Teacher', 'Editor', 'Supporter', 'Autobiographer', 'Yearling', 'Yearling', 'Necromancer', 'Revival', 'Informed']",Petrica Butusina,466,2021-05-18 12:50:22.463,2021-09-22 15:23:43.407,1,2,0
4670.0,0.0,0.0,0.0,0,1,"['Teacher', 'Student', 'Editor', 'Supporter', 'Scholar', 'Informed']",Lilly,103,2021-05-18 16:06:16.747,2021-05-19 09:55:15.483,1,2,0
4684.0,0.5,0.5,6.0,6,1,"['Teacher', 'Student', 'Revival', 'Custodian']",school student in uni,156,2021-05-25 16:14:48.660,2023-03-06 12:55:16.160,2,0,0
4710.0,0.0903,0.3611,0.5,2,4,['Teacher'],Sothis,27,2021-05-29 08:57:05.873,2021-05-29 10:59:58.323,2,0,0
4712.0,0.0185,0.0185,1.0,1,1,['Teacher'],Sothis,11,2021-05-29 21:52:03.987,2021-05-30 09:59:04.923,0,0,0
4721.0,0.65,1.3,6.0,12,2,"['Teacher', 'Editor', 'Supporter', 'Yearling', 'Revival', 'Caucus', 'Constituent']",T.C. Proctor,223,2021-06-03 12:22:17.870,2023-12-27 18:39:07.227,0,1,0
4733.0,0.5729,2.2917,4.0,16,4,"['Teacher', 'Supporter', 'Critic', 'Citizen Patrol', 'Autobiographer', 'Yearling', 'Revival', 'Informed']",Juliana Karasawa Souza,274,2021-06-08 14:08:18.470,2021-11-18 12:33:17.250,1,12,2
4799.0,0.4693,1.4079,3.6667,11,3,"['Teacher', 'Supporter', 'Yearling']",Wood,341,2021-06-19 16:18:42.590,2023-08-25 10:58:50.737,0,3,0
4805.0,1.0,1.0,2.0,2,1,"['Teacher', 'Supporter']",Zeus,121,2021-06-23 02:36:10.157,2023-11-13 07:21:26.617,0,27,0
4833.0,0.3742,3.3681,2.2222,20,9,"['Teacher', 'Editor', 'Supporter', 'Critic', 'Autobiographer', 'Yearling', 'Necromancer', 'Revival', 'Revival', 'Caucus', 'Constituent', 'Custodian']",Vijay Prema,309,2021-06-28 09:36:55.940,2023-03-19 07:13:42.057,3,9,0
4843.0,0.0,0.0,0.0,0,1,['Editor'],Marijana,1,2021-07-05 10:07:10.407,2021-07-05 10:57:53.197,0,0,0
4877.0,0.4583,1.375,2.0,6,3,"['Teacher', 'Student', 'Editor', 'Supporter', 'Autobiographer', 'Scholar', 'Commentator', 'Promoter', 'Benefactor', 'Informed']",Alek Fröhlich,163,2021-07-18 19:00:20.107,2023-06-09 20:52:13.040,1,13,0
4918.0,0.75,0.75,6.0,6,1,"['Teacher', 'Editor', 'Supporter', 'Autobiographer', 'Yearling']",Mavaddat Javid,226,2021-07-27 19:06:53.087,2022-07-28 00:11:59.537,1,1,0
5001.0,0.2394,3.5913,1.2667,19,15,"['Teacher', 'Student', 'Editor', 'Supporter', 'Critic', 'Citizen Patrol', 'Autobiographer', 'Yearling', 'Commentator', 'Enthusiast', 'Revival', 'Caucus', 'Constituent']",C.S.Cameron,288,2021-08-18 10:34:48.617,2024-04-06 03:27:32.627,0,14,5
5006.0,0.2,0.2,1.0,1,1,['Teacher'],GMC,11,2021-08-25 16:44:08.500,2021-08-25 16:44:08.500,0,0,0
5029.0,0.375,0.75,1.0,2,2,['Teacher'],Catt aka Playful,21,2021-09-05 16:14:26.243,2021-09-05 17:32:16.667,0,0,0
5082.0,0.0,0.0,0.0,0,1,,Fausto Vezzaro,109,2021-10-03 22:53:33.327,2021-10-06 18:48:05.487,0,0,0
5149.0,0.1905,0.1905,4.0,4,1,['Teacher'],Mils,41,2021-10-29 20:45:40.970,2021-10-29 20:45:40.970,0,0,0
5212.0,0.246,0.7381,1.0,3,3,"['Teacher', 'Editor', 'Supporter', 'Autobiographer']",Polyhat,131,2021-11-28 12:50:53.667,2022-03-28 03:21:57.423,0,1,0
5268.0,0.1429,0.1429,1.0,1,1,['Teacher'],lisa,11,2022-01-04 14:48:12.027,2022-01-04 14:48:12.027,0,0,0
5272.0,0.8333,1.6667,4.5,9,2,"['Teacher', 'Supporter', 'Autobiographer']",etgriffiths,191,2022-01-06 08:39:07.340,2023-09-29 15:18:16.553,0,1,0
5290.0,0.0,0.0,0.0,0,1,['Teacher'],Ann,9,2022-01-20 10:49:08.417,2022-01-20 12:23:55.760,0,0,0
5352.0,0.5,0.5,2.0,2,1,"['Teacher', 'Student', 'Supporter', 'Citizen Patrol', 'Autobiographer', 'Scholar', 'Caucus', 'Constituent', 'Custodian', 'Informed']",Tom,181,2022-02-10 09:39:32.293,2022-12-15 15:46:24.710,0,4,0
5364.0,0.0,0.0,0.0,0,1,,Ian Wilson,1,2022-02-16 02:11:34.173,2022-02-16 02:11:34.173,0,0,0
5412.0,0.3,0.3,3.0,3,1,"['Teacher', 'Supporter', 'Autobiographer']",ekAntika,131,2022-03-09 17:54:18.577,2023-08-06 14:22:29.163,1,1,0
5413.0,0.3333,0.3333,4.0,4,1,['Teacher'],Tof uForbrains,41,2022-03-10 04:39:47.987,2022-04-22 23:01:34.740,0,0,0
5457.0,1.0,1.0,3.0,3,1,"['Teacher', 'Editor', 'Supporter', 'Critic', 'Autobiographer', 'Revival', 'Informed']",Monstar,146,2022-04-07 23:15:12.967,2023-01-21 12:32:22.787,1,9,0
5471.0,0.0256,0.0256,1.0,1,1,['Teacher'],FullStack Alex,111,2022-04-19 05:02:15.393,2022-12-25 05:13:29.327,0,0,0
5485.0,1.0,2.0,2.0,4,2,"['Teacher', 'Revival']",Julianne Wilder,41,2022-04-25 20:20:19.007,2022-06-22 00:10:01.000,9,0,0
5504.0,0.5179,1.0357,1.0,2,2,"['Teacher', 'Student', 'Supporter', 'Necromancer', 'Necromancer', 'Revival']",Genevieve,161,2022-05-04 19:38:13.797,2022-06-27 15:53:24.863,7,2,0
5537.0,0.0,0.0,0.0,0,1,,Janell,9,2022-05-26 20:16:06.853,2022-05-31 18:03:43.233,1,0,0
5569.0,1.0,3.0,2.3333,7,3,"['Teacher', 'Editor', 'Supporter', 'Autobiographer', 'Yearling']",Timothy Alexis Vass,201,2022-06-19 03:16:54.300,2022-09-09 07:21:59.890,0,1,0
5573.0,0.2,0.2,2.0,2,1,"['Teacher', 'Supporter', 'Autobiographer']",Ian Campbell,121,2022-06-24 17:44:49.097,2024-03-18 15:25:38.163,0,3,0
5588.0,0.6667,0.6667,6.0,6,1,['Teacher'],hangyas,61,2022-07-13 18:28:47.273,2022-10-13 07:20:11.990,0,0,0
5592.0,0.0,0.0,0.0,0,1,"['Autobiographer', 'Informed']",metalSlime,1,2022-07-14 20:25:21.180,2023-03-19 17:33:56.900,0,0,0
5599.0,0.25,0.25,1.0,1,1,"['Teacher', 'Autobiographer']",PronetAI,11,2022-07-18 04:15:55.650,2023-04-08 23:20:54.030,0,0,0
5721.0,0.1214,0.2429,1.5,3,2,"['Teacher', 'Student', 'Autobiographer']",dclxvispqr,51,2022-09-15 01:45:50.647,2022-10-18 21:21:14.790,0,0,0
5786.0,0.1429,0.1429,1.0,1,1,"['Teacher', 'Student', 'Editor', 'Autobiographer', 'Popular Question', 'Custodian']",The Testosterone Fanatic,29,2022-10-09 07:49:22.867,2024-04-03 14:29:42.767,0,0,0
5802.0,0.1667,0.1667,3.0,3,1,['Teacher'],EarnieG,31,2022-10-19 15:45:32.220,2023-10-10 19:08:21.687,0,0,0
5808.0,0.0833,0.1667,1.0,2,2,"['Teacher', 'Student', 'Editor', 'Supporter', 'Autobiographer', 'Scholar', 'Informed']",youreawizardcarrie,183,2022-10-20 15:14:17.640,2022-12-23 16:15:50.120,0,5,0
5842.0,1.0,1.0,1.0,1,1,['Teacher'],Robin de Brea,11,2022-10-30 07:56:27.960,2022-10-30 07:56:27.960,0,0,0
5862.0,0.5,0.5,1.0,1,1,"['Teacher', 'Supporter', 'Autobiographer', 'Custodian']",stancallewier,11,2022-11-08 21:00:28.817,2023-12-04 15:43:44.663,0,0,0
5876.0,0.5,0.5,1.0,1,1,"['Teacher', 'Editor']",Shivji,21,2022-11-16 11:07:51.800,2022-11-17 14:39:57.110,0,0,0
5887.0,0.625,0.625,5.0,5,1,"['Teacher', 'Editor']",User-o-resU,151,2022-11-22 13:07:47.410,2022-11-27 18:36:55.303,0,0,0
5895.0,0.0,0.0,0.0,0,2,"['Editor', 'Supporter', 'Autobiographer']",ool,97,2022-11-29 12:29:13.473,2024-01-16 12:55:25.593,1,2,0
5910.0,1.0,1.0,5.0,5,1,"['Teacher', 'Student', 'Editor', 'Supporter', 'Scholar']",Mary Donald,143,2022-12-09 13:35:36.070,2022-12-11 18:40:57.360,1,2,0
5939.0,1.0,1.0,3.0,3,1,"['Teacher', 'Student', 'Editor', 'Self-Learner', 'Informed']",truthfulriver,71,2022-12-24 03:26:21.177,2023-10-26 19:33:38.060,1,0,0
6004.0,1.0,1.0,2.0,2,1,['Teacher'],Eonema,121,2023-02-06 02:33:08.067,2024-03-22 19:16:35.770,0,0,0
6109.0,0.0833,0.0833,1.0,1,1,"['Teacher', 'Editor', 'Supporter', 'Autobiographer']",ktm5124,111,2023-03-07 00:03:14.833,2023-12-27 20:37:45.023,0,1,0
6161.0,0.1667,0.1667,1.0,1,1,"['Teacher', 'Student', 'Supporter']",Samuel Muldoon,181,2023-04-05 20:38:34.830,2023-06-24 18:57:14.667,0,3,0
6210.0,0.0,0.0,0.0,0,1,,wkw,1,2023-05-06 19:34:06.140,2023-09-10 22:43:22.320,0,0,0
6250.0,0.7449,2.9798,3.25,13,4,"['Teacher', 'Student', 'Editor', 'Supporter', 'Autobiographer', 'Revival', 'Custodian']",Goldfishlaser,441,2023-05-26 01:44:27.257,2024-01-25 02:01:38.097,6,22,0
6259.0,0.0,0.0,0.0,0,1,"['Student', 'Supporter', 'Scholar']",elbarna,131,2023-06-02 19:57:03.530,2023-12-29 02:29:44.980,0,4,0
6348.0,1.0,1.0,2.0,2,1,['Teacher'],jef5,21,2023-07-14 19:03:24.450,2023-07-15 08:07:37.583,0,0,0
6424.0,0.0,0.0,0.0,0,1,,Steven Klein,101,2023-08-22 22:11:49.853,2023-08-24 22:53:33.530,0,0,0
6466.0,0.5417,3.25,1.0,6,6,"['Teacher', 'Editor', 'Supporter', 'Autobiographer', 'Revival']",CaroZ,169,2023-09-18 12:49:52.487,2024-03-13 20:30:07.027,1,3,0
6517.0,0.0,0.0,0.0,0,1,"['Student', 'Editor']",Yaakov Yitzchak ben Moshe,1,2023-10-06 18:08:30.330,2024-03-18 15:35:49.590,10,0,0
6624.0,0.0,0.0,0.0,0,1,,Elle Marshall,1,2023-11-07 20:31:41.027,2023-11-07 20:31:41.027,0,0,0
6626.0,0.25,0.25,2.0,2,1,"['Teacher', 'Supporter', 'Autobiographer']",Thiago Macedo,121,2023-11-09 03:35:19.467,2023-12-28 20:36:10.813,0,2,0
6751.0,1.0,1.0,1.0,1,1,"['Teacher', 'Editor', 'Autobiographer', 'Informed']",h_undatus,111,2024-02-24 23:42:41.193,2024-03-03 19:14:13.553,0,0,0
6784.0,0.1333,0.1333,2.0,2,1,"['Teacher', 'Student', 'Editor', 'Autobiographer']",Nelson,51,2024-03-20 07:01:46.087,2024-03-26 12:40:44.277,0,0,0
